Date,Day,Month,Year,Time,City,County,Reporter_Occupation,Sighting,Sighting_Tokenised,overall_emotion,experience_overall
1997-04-12 00:00:00,12.0,4.0,1997.0,16:25:00,Seaford Head,East Sussex,,"two, small disc shaped, bright silver objects. steady movement and level elevation.","['two', 'small', 'disc', 'shaped', 'bright', 'silver', 'objects', 'steady', 'movement', 'level', 'elevation']",anger,Positive
1997-04-12 00:00:00,12.0,4.0,1997.0,15:45:00,Warminster,Wiltshire,,"a dish shaped, very shiny metallic object. 15-20 metres in diameter. 5-6 metres deep. it moved slowly and then sped off.","['dish', 'shaped', 'shiny', 'metallic', 'object', '15-20', 'metres', 'diameter', '5-6', 'metres', 'deep', 'moved', 'slowly', 'sped']",anger,Positive
1997-04-13 00:00:00,13.0,4.0,1997.0,21:30:00,Erith,Kent,,"one, round shaped object. very bright. it was white in colour, then turned to a red dot and sped off.","['one', 'round', 'shaped', 'object', 'bright', 'white', 'colour', 'turned', 'red', 'dot', 'sped']",anticipation,Positive
1997-04-13 00:00:00,13.0,4.0,1997.0,22:00:00,Penarth Marina,South Glamorgan,,there were two identically sized crafts. extremely bright and both an obscured shape. they oscillated in an eliptical pattern.,"['two', 'identically', 'sized', 'crafts', 'extremely', 'bright', 'obscured', 'shape', 'oscillated', 'eliptical', 'pattern']",anger,Positive
1997-04-14 00:00:00,14.0,4.0,1997.0,00:45:00,Thornley Bank,County Durham,,"one, bell shaped object. it had one red light and one bright, white light. it was moving across the sky from west to east.","['one', 'bell', 'shaped', 'object', 'one', 'red', 'light', 'one', 'bright', 'white', 'light', 'moving', 'across', 'sky', 'west', 'east']",anticipation,Positive
1997-04-15 00:00:00,15.0,4.0,1997.0,21:15:00,Chichester,Hampshire,,one triangular shaped object. it was light yellow at the front and the rest was black. it moved sideways then stopped. it disappeared at speed.,"['one', 'triangular', 'shaped', 'object', 'light', 'yellow', 'front', 'rest', 'black', 'moved', 'sideways', 'stopped', 'disappeared', 'speed']",fear,Positive
1997-04-15 00:00:00,15.0,4.0,1997.0,20:00:00,Lower Morden/Wimbledon,Surrey,,one object that was saucer shaped. was white/orange in colour and very bright.,"['one', 'object', 'saucer', 'shaped', 'white/orange', 'colour', 'bright']",anger,Positive
1997-04-16 00:00:00,16.0,4.0,1997.0,21:30:00,Paignton,Devon,,"one object, like a star, but larger. star coloured and very bright. it was moving very fast.","['one', 'object', 'star', 'larger', 'star', 'coloured', 'bright', 'moving', 'fast']",anticipation,Positive
1997-04-17 00:00:00,17.0,4.0,1997.0,00:08:00,Datchet/Slough,Surrey,,"two round, white lights. they were performing circles.","['two', 'round', 'white', 'lights', 'performing', 'circles']",anticipation,Positive
1997-04-17 00:00:00,17.0,4.0,1997.0,21:30:00,Ramsey,Cambridgeshire,,"red, white and blue lights in a triangle shape, were flying across the sky.","['red', 'white', 'blue', 'lights', 'triangle', 'shape', 'flying', 'across', 'sky']",anticipation,Positive
1997-04-22 00:00:00,22.0,4.0,1997.0,19:50:00,Bristol,Somerset,,"two-five disc like objects. green on left and yellow on the right. they were bright. were moving, dropping and then re-appearing in the sky.","['two-five', 'disc', 'objects', 'green', 'left', 'yellow', 'right', 'bright', 'moving', 'dropping', 're-appearing', 'sky']",joy,Positive
1997-04-22 00:00:00,22.0,4.0,1997.0,21:55:00,Andover,Hampshire,,"a very large, grey object, with red, blue and green lights. there was a very loud humming noise. it came lower and nearer to the witness.","['large', 'grey', 'object', 'red', 'blue', 'green', 'lights', 'loud', 'humming', 'noise', 'came', 'lower', 'nearer', 'witness']",sadness,Positive
1997-04-30 00:00:00,30.0,4.0,1997.0,12:45:00,Liverpool,Merseyside,,two objects. the first one was disk shaped and the second one was cigar shaped. both were black. they were slow moving.,"['two', 'objects', 'first', 'one', 'disk', 'shaped', 'second', 'one', 'cigar', 'shaped', 'black', 'slow', 'moving']",sadness,Positive
1997-04-30 00:00:00,30.0,4.0,1997.0,12:40:00,Birmingham Airport,Merseyside,,"a bright object rose from a roof top vertically, to a great height. it was a flat elongated shape and appeared to be grey inside.","['bright', 'object', 'rose', 'roof', 'top', 'vertically', 'great', 'height', 'flat', 'elongated', 'shape', 'appeared', 'grey', 'inside']",anticipation,Positive
1997-05-01 00:00:00,1.0,5.0,1997.0,03:56:00,Cathays/Cardiff,South Glamorgan,,one round object with lights. there was one medium constant light.there was an unusual noise. it made erratic jerky movements.,"['one', 'round', 'object', 'lights', 'one', 'medium', 'constant', 'light.there', 'unusual', 'noise', 'made', 'erratic', 'jerky', 'movements']",anger,Positive
1997-05-04 00:00:00,4.0,5.0,1997.0,04:00:00,Epping,Essex,,"one round object, 15 ft in diameter. was emitting 7 or 8 green lights downwards. quite bright. there was steady movement.","['one', 'round', 'object', '15', 'ft', 'diameter', 'emitting', '7', '8', 'green', 'lights', 'downwards', 'quite', 'bright', 'steady', 'movement']",joy,Negative
1997-05-04 00:00:00,4.0,5.0,1997.0,22:00:00,Worcester,Worcestershire,,"one object, the size of the north star. round and orange and yellow in colour. quite bright. was stationary and then there was steady movement.","['one', 'object', 'size', 'north', 'star', 'round', 'orange', 'yellow', 'colour', 'quite', 'bright', 'stationary', 'steady', 'movement']",anticipation,Negative
1997-05-05 00:00:00,5.0,5.0,1997.0,09:40:00,Maidstone,Kent,,one round shaped object. green in colour and was very bright. it was very fast.,"['one', 'round', 'shaped', 'object', 'green', 'colour', 'bright', 'fast']",joy,Positive
1997-05-07 00:00:00,7.0,5.0,1997.0,03:00:00,Edinburgh,Fife,,diamond shaped object. yellow and white in colour and was flashing. it was darting around the sky.,"['diamond', 'shaped', 'object', 'yellow', 'white', 'colour', 'flashing', 'darting', 'around', 'sky']",joy,Positive
1997-05-07 00:00:00,7.0,5.0,1997.0,00:00:00,Calne,Wiltshire,,"one, triangular shaped object. the size of a small light aircraft. was very bright. it made a sort of a buzzing noise. the object followed the witness.","['one', 'triangular', 'shaped', 'object', 'size', 'small', 'light', 'aircraft', 'bright', 'made', 'sort', 'buzzing', 'noise', 'object', 'followed', 'witness']",anticipation,Positive
1997-05-11 00:00:00,11.0,5.0,1997.0,20:05:00,Looe,Cornwall,,one cube shaped object. was the size of a micro light aircraft. was black in colour. it moved straight across the sky.,"['one', 'cube', 'shaped', 'object', 'size', 'micro', 'light', 'aircraft', 'black', 'colour', 'moved', 'straight', 'across', 'sky']",sadness,Positive
1997-05-14 00:00:00,14.0,5.0,1997.0,23:30:00,Witney,Oxfordshire,,"one very large star, with a slight beam, twinkled all different colours. it hovered back and forth for about 1 and a half hours.","['one', 'large', 'star', 'slight', 'beam', 'twinkled', 'different', 'colours', 'hovered', 'back', 'forth', '1', 'half', 'hours']",joy,Positive
1997-05-15 00:00:00,15.0,5.0,1997.0,01:40:00,Bathgate,West Lothian,,cylindrical object. was slow moving.,"['cylindrical', 'object', 'slow', 'moving']",anger,Negative
1997-05-15 00:00:00,15.0,5.0,1997.0,23:59:00,Runcorn,Cheshire,,"15-20, tail shaped objects, making snaking movements like a tail on a kids kite across the sky. they were orange and very bright.","['15-20', 'tail', 'shaped', 'objects', 'making', 'snaking', 'movements', 'tail', 'kids', 'kite', 'across', 'sky', 'orange', 'bright']",disgust,Negative
1997-05-19 00:00:00,19.0,5.0,1997.0,23:17:00,Bromley,Kent,,"one round shaped object, double the size of a star. white (pale), but very bright. it was stationary for a while and then travelled straight and level.","['one', 'round', 'shaped', 'object', 'double', 'size', 'star', 'white', 'pale', 'bright', 'stationary', 'travelled', 'straight', 'level']",anticipation,Positive
1997-05-21 00:00:00,21.0,5.0,1997.0,00:45:00,Bradford-on-Avon,Wiltshire,,blue flashing lights with no shape. there was a strange noise that woke the witness. the flight was straight and the lights were moving north.,"['blue', 'flashing', 'lights', 'shape', 'strange', 'noise', 'woke', 'witness', 'flight', 'straight', 'lights', 'moving', 'north']",sadness,Positive
1997-05-22 00:00:00,22.0,5.0,1997.0,23:10:00,Abergavenny,Monmouthshire,,"one large, triangular shaped object. black in colour. was moving to the west.","['one', 'large', 'triangular', 'shaped', 'object', 'black', 'colour', 'moving', 'west']",sadness,Negative
1997-05-23 00:00:00,23.0,5.0,1997.0,23:30:00,Zennor,Cornwall,,"a brilliant white light, travelling at alternating speeds. it disappeared and then minutes later, the same light came from an egg shaped object, that was hovering.","['brilliant', 'white', 'light', 'travelling', 'alternating', 'speeds', 'disappeared', 'minutes', 'later', 'light', 'came', 'egg', 'shaped', 'object', 'hovering']",anticipation,Positive
1997-05-27 00:00:00,27.0,5.0,1997.0,04:20:00,Gorseinon nr Swansea,West Glamorgan,,"one round object. yellow in colour, bright and shimmering. it was moving from left to right.","['one', 'round', 'object', 'yellow', 'colour', 'bright', 'shimmering', 'moving', 'left', 'right']",anger,Negative
1997-05-29 00:00:00,29.0,5.0,1997.0,20:58:00,Harpenden,Hertfordshire,,"one short object, like an aircraft and trail. was white and very bright. stationary, then moved to the north from the south. it disappeared instantly.","['one', 'short', 'object', 'aircraft', 'trail', 'white', 'bright', 'stationary', 'moved', 'north', 'south', 'disappeared', 'instantly']",anticipation,Positive
1997-05-30 00:00:00,30.0,5.0,1997.0,00:20:00,Hatfield Woodhouse,South Yorkshire,,"large object, helmet shaped. had bright, white lights on the underside, and was completely silent. was moving slowly and then sped off.","['large', 'object', 'helmet', 'shaped', 'bright', 'white', 'lights', 'underside', 'completely', 'silent', 'moving', 'slowly', 'sped']",anticipation,Positive
1997-05-30 00:00:00,30.0,5.0,1997.0,10:57:00,Wrexham,Denbighshire,,"one object, with one light on the front. about 450 ft up. it moved west and picked up speed.","['one', 'object', 'one', 'light', 'front', '450', 'ft', 'moved', 'west', 'picked', 'speed']",anger,Positive
1997-05-31 00:00:00,31.0,5.0,1997.0,22:55:00,Barton/Torquay,Devon,,"a ball of white light slowly moving across the sky. through binoculars, there was a white globe of light.","['ball', 'white', 'light', 'slowly', 'moving', 'across', 'sky', 'binoculars', 'white', 'globe', 'light']",anticipation,Positive
1997-05-31 00:00:00,31.0,5.0,1997.0,12:05:00,Wokingham,Berkshire,,"an intense white, flashing light. it was drifting slowly overhead due west.","['intense', 'white', 'flashing', 'light', 'drifting', 'slowly', 'overhead', 'due', 'west']",anticipation,Positive
1997-06-02 00:00:00,2.0,6.0,1997.0,03:00:00,Arran,The Isle of Arran,,"a bright star like shaped object, changing into an eliptical shape. it was rising slowly.","['bright', 'star', 'shaped', 'object', 'changing', 'eliptical', 'shape', 'rising', 'slowly']",anticipation,Positive
1997-06-02 00:00:00,2.0,6.0,1997.0,02:20:00,Scunthorpe,Lincolnshire,,a big red dome with a bright red light. there were then white lights. it moved in a straight line.,"['big', 'red', 'dome', 'bright', 'red', 'light', 'white', 'lights', 'moved', 'straight', 'line']",anticipation,Positive
1997-06-02 00:00:00,2.0,6.0,1997.0,06:00:00,Bognor Regis,West Sussex,,a solid round ball - approximately 100 ft in diameter. it changed colour from dark red to black. a beam of light came from the object on to the witness.,"['solid', 'round', 'ball', 'approximately', '100', 'ft', 'diameter', 'changed', 'colour', 'dark', 'red', 'black', 'beam', 'light', 'came', 'object', 'witness']",sadness,Positive
1997-06-03 00:00:00,3.0,6.0,1997.0,22:18:00,Kilmarnock,East Ayrshire,,a small intense ball of light. white in colour. it was travelling in a straight line and then made erratic movements and moved east.,"['small', 'intense', 'ball', 'light', 'white', 'colour', 'travelling', 'straight', 'line', 'made', 'erratic', 'movements', 'moved', 'east']",anticipation,Negative
1997-06-04 00:00:00,4.0,6.0,1997.0,02:07:00,Kettley/Telford,Shropshire,,"a circular object, with four of five lights around the perimeter. it travelled slowly to the north.","['circular', 'object', 'four', 'five', 'lights', 'around', 'perimeter', 'travelled', 'slowly', 'north']",anger,Negative
1997-06-06 00:00:00,6.0,6.0,1997.0,16:18:00,Gwernaffield/nr Mold,Flintshire,,"a round, black object was travelling across the sky at speed. there appeared to be something draping from the bottom.","['round', 'black', 'object', 'travelling', 'across', 'sky', 'speed', 'appeared', 'something', 'draping', 'bottom']",sadness,Negative
1997-06-06 00:00:00,6.0,6.0,1997.0,11:25:00,Woodley/Reading,Berkshire,,"numerous, ball shaped, white lights. they were very bright. they were high in the sky, rapid, moving horizontal and round and round and up and down.","['numerous', 'ball', 'shaped', 'white', 'lights', 'bright', 'high', 'sky', 'rapid', 'moving', 'horizontal', 'round', 'round']",anticipation,Positive
1997-06-08 00:00:00,8.0,6.0,1997.0,00:20:00,Sandown,Berkshire,,"two, round shaped objects. one had a white, steady light, and the other had a flashing white light. both very bright. they moved south east.","['two', 'round', 'shaped', 'objects', 'one', 'white', 'steady', 'light', 'flashing', 'white', 'light', 'bright', 'moved', 'south', 'east']",anticipation,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,01:22:00,Canvey Island,Essex,,a solid white line.,"['solid', 'white', 'line']",anticipation,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,22:35:00,Calne,Wiltshire,,"one cylindrical/cigar shaped object. was bright white. it made a rocket noise and was very loud. very close, was horizontal and moved very fast.","['one', 'cylindrical/cigar', 'shaped', 'object', 'bright', 'white', 'made', 'rocket', 'noise', 'loud', 'close', 'horizontal', 'moved', 'fast']",anger,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,22:25:00,Tore,Ross-shire,,"one object, that looked like a saucer shape and then a comet with a tail. it was very bright orange and shining.","['one', 'object', 'looked', 'saucer', 'shape', 'comet', 'tail', 'bright', 'orange', 'shining']",anger,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,10:50:00,Nr Ilkley,West Yorkshire,,"a cigar shaped object was travelling from north to south. it was silver/blue in colour. it was about 20,000 ft up.","['cigar', 'shaped', 'object', 'travelling', 'north', 'south', 'silver/blue', 'colour', '20,000', 'ft']",anger,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,11:00:00,Otley,West Yorkshire,,"a long, cigar/oval shaped object. it was a dark grey/silver colour, when moving. when stationary, the silver colour became bright.","['long', 'cigar/oval', 'shaped', 'object', 'dark', 'grey/silver', 'colour', 'moving', 'stationary', 'silver', 'colour', 'became', 'bright']",anticipation,Positive
1997-06-09 00:00:00,9.0,6.0,1997.0,21:10:00,Neath,West Glamorgan,,"one large, house sized, rugby ball shaped object. was grey and black in colour. there were lights on it, in a triangle shape.","['one', 'large', 'house', 'sized', 'rugby', 'ball', 'shaped', 'object', 'grey', 'black', 'colour', 'lights', 'triangle', 'shape']",sadness,Positive
