Date and Time Reported,City,Summary
10/03/2023 21:40,London,I saw a diamond-shaped UFO near Greenwich Park.
09/29/2023 19:47,Harden,Saw it. Took a picture
09/26/2023 00:30,Milton Keynes,3 bright orbs observed for 8 -10 minutes
09/25/2023 21:45,Eaglesham,"A bright big white/ yellow moon like craft hovering in the sky. When spotted me started moving towards me, i had to run."
09/25/2023 20:50,Lowestoft,2 dark orange or orange red lights moving behind the tree close to my garden from right to left.
09/22/2023 22:45,Cardiff,Bouncing big orbs
09/22/2023 20:10,London,Pulsating orbs moving around in the air
09/21/2023 10:07,Staines on Thames,Aicraft froze for 2hrs in Sky with strange lights and Contrails surrounding and bright sphere in closeby tree linked to contrail
09/19/2023 20:05,"Longdon, Rugeley","Enigmatic luminary zigzags across the night sky, descends and ascends to 20ft off the ground and back into the stars ."
09/18/2023 16:28,Blandford Forum,Spotted metallic looking object moving slowly eastwards at or above cloud height. Wind was from the other direction so under own propul
09/14/2023 20:47,Brighton and Hove,Object appeared different when filming it.
09/14/2023 20:07,Falkirk,"Still bright light, stayed still for a while, started to flash and move in odd ways"
09/11/2023 05:20,Glasgow,"Large rectangle with red and green flashing lights and slight haze, created very loud bass drone followed by quieter drone"
09/10/2023 21:00,Leominster,Star moving unnaturally rotated disappears. Came back ten mins later like it was harnessing the electrical storm
09/09/2023 19:45,Hull,Craft charging over Hull city centre
09/05/2023 20:00,Stonesfield,Bright orb that shot down and disappeared
09/04/2023 21:46,Benfleet,We saw flashing lights moving fast in different directions.
09/04/2023 19:30,Llanelli,"Morphing metallic object, stationary for a while before transforming into a sphere shaped object, flying off suddenly in a blink"
09/04/2023 09:28,Ashington,"Tick tac shape moving fast for a boat, no water trail from propeller."
09/02/2023 20:49,Liverpool,Unnatural object with 3 bright lights flying extremely fast
08/30/2023 15:28,"I am in the forest, the nearest is newark","2 cigar shaped ufos were flying past each other, there were no wings and it was completely white."
08/29/2023 21:50,Leeds,"I have first seen one object moving slowly, then a second one, and then a bright, white blinking light"
08/28/2023 16:19,Amble,Dark circle on horizon above sea moving up and down above the horizon.
08/25/2023 22:25,Enfield,UFO flying
08/23/2023 23:30,Bigbury-on-sea,Cigar shaped green light moving slowly through the sky
08/23/2023 14:30,Hemlington,"Witnessed a metallic, shiny sphere, alternating between moving slowly and erratically in a small area of sky and hovering motionless"
08/23/2023 12:00,Nelson,Hovering above the field
08/22/2023 23:10,Derby,"Semi transparent blue rectangle, speckled blue, moving fast, 2 miles above, disappeared above our heads after moving 10 miles roughly."
08/22/2023 20:15,Abergavenny,Large metallic craft stationary with long grey windows across the center
08/20/2023 23:20,Llanelli,"Definitely not a plane, drone, satellite, helicopter. Very tangible and unexplainable. Visible to the naked eye. Recorded on video"
08/20/2023 15:55,Rayleigh,Black spherical object
08/19/2023 22:00,Whitstable,Large oval-shaped craft with strong rays of blue light coming off the top and a bright line through the middle.
08/19/2023 21:50,Narborough,5 red dots flying slowly in the sky
08/19/2023 16:30,Nottingham,A large blob of light with a bright white centre and an oval Corona in blue around it. seen.
08/17/2023 22:30,Shoreham-by-Sea,2 orbs doing low pass over beach
08/16/2023 22:30,Stevenage,The object appeared to have 3 lights at one point and then seemed to change to one light.
08/16/2023 17:00,Nottingham,"Spinning circle hovered for about half hour, then disappeared, have a few short videos."
08/16/2023 03:15,London,Possible abduction or sighting
08/15/2023 14:59,Glastonbury,Taken photo of view from Tor and seen this object in photo - no object seen by eye
08/15/2023 02:00,Crewe,This is a serious report. What i saw was not believable. Whatever it was is beyond massive.
08/11/2023 01:17,Worthing,1 craft on one night and another on the next night same place.
08/10/2023 05:48,"Garden City, Sealand","Looking up at the birds on my usual route dog walking,it was just there in the sky very bright and moving unexplainable.calm weather"
08/08/2023 23:15,Abergele,Three triangles in formation moving fast and silent.
08/08/2023 21:24,Glasgow,Strange light
08/06/2023 21:51,Milton Keynes,Bright disks In sky
08/06/2023 18:00,Norwich,"Seen stationary, above trees, then flew north at great speed."
08/05/2023 23:10,Stockton-on-Tees,"The stars formed together, they then transformed into a some sort of space craft. The noose was what you hear on any alien film."
08/05/2023 21:30,Crediton,2 Orbs hovering
08/04/2023 03:30,Newry,Light observed sitting beside Saturn
08/03/2023 02:00,West Midlands,Large U.f.o
08/01/2023 23:00,Hamble-le-Rice,"Nightly UAPs since AUG 2023 in Hamble (50.86°N, 1.32°W) & Swansea (51.62°N, 3.94°W): stars, zips, voids, triangles. Tested contact."
08/01/2023 22:50,Surrey,"Green/red light flying high, erratically and very fast stopping occasionally for about one minute"
08/01/2023 07:27,London,"I saw a being with many eyes hover and flit away, it was gold in colour with many eyes."
07/30/2023 09:30,Dartford,I'm 85 years old unable to enter date last night letting dog our saw fast flashing blue light was stationary for about 1 min then off.
07/29/2023 02:30,Mallusk,A very bright light which moved closer. On the top of this light was a triangle reflection that appeared to be on top of the light.
07/29/2023 00:20,Worksop,Flying saucer with red lights.
07/24/2023 20:54,St Neots,A bizarre flying shape
07/17/2023 01:15,Elvanfoot,"Bright white thing above the horizon, it was morphing into different shapes while flashing very bright white & two red lights (fixed)"
07/15/2023 15:59,Ilford,"I had already tried a UFO sighting before, on closer examination saw about UFO in the picture, may have been the same one, t"
07/15/2023 15:57,London,"UFO(disk, black)near commercial plane, glowing light around it, maybe following plane, then disappeared."
07/15/2023 01:02,preston,Unknown
07/14/2023 20:30,Bickley,I was turning left and see a spinning cylinder right in front of us
07/12/2023 21:20,London,A large glowing white ball or an orb appeared to float across my garden as I was entering my house through a back door.
07/12/2023 12:08,London,Cigar or disk hiding in clouds
07/11/2023 01:30,winsford cheshire uk,bright circle orb light light high in the sky moving slowly i took photos
07/11/2023 01:30,Winsford Cheshire,Bright circle orb light light high in the sky moving slowly I took photos
07/09/2023 14:45,Silverstone,Metallic Orb
07/07/2023 12:19,Bamber Bridge,"Looked like a aeroplane, but extreme bright with no other lights only white"
07/02/2023 01:26,Ashford,Flashing light changing direction
06/28/2023 22:00,Chepstow,"Large stationary bright white glowing orb, twice the size of the moon which was also in view. Disappeared in an instant."
06/26/2023 14:00,Camberley,Silver sphere in close proximity to an A380
06/26/2023 00:00,Porthmadog,"A sphere floating just above the ground, invisible in the dark but reflecting/emitting an infrared signal."
06/25/2023 12:32,London,Dark-centred flying object with 3 or more rotating lights attached to its perimeter moving at a constant velocity
06/24/2023 21:20,Margate,"Heard noise, looked to see craft flying overhead. Then came back towards me. dropped in height, looked at me it seemed and left"
06/21/2023 23:01,Bromley,Outside of my window there was a really bright light that looked like a star but it was much more bright started moving and flashing
06/20/2023 14:40,,"Three stationary white (cloud-texture and colored) points in the form of a triangle. followed by a fourth single to the SW, same height"
06/20/2023 12:38,Holsworthy,First we saw a beam of light low down then a blue pulsing beam in the sky.
06/19/2023 01:05,Southampton,"Bright white disc flying very low altitude moving East to West was not a shooting star, plane or satellite."
06/17/2023 03:36,Leominster,Diamond shaped object hovered then zoomed across the sky
06/15/2023 16:30,Colchester,A hollow square structure white in colour Ca. 100m AGL
06/14/2023 23:50,Hastings,My husband and I witnessed and videoed many unidentified flying objects in the sky with flashing lights of different colours
06/14/2023 23:25,Cleethorpes,Strange super fast moving orb.
06/14/2023 01:00,ST. IVES,A star that turned off...
06/13/2023 18:00,Bristol,We were in our garden looking at birds flying above when a small round ball went across our line of view in a cloudless sky.
06/13/2023 16:52,London,"Saw white-ish object in the sky at Brompton Cemetery, London - found 2nd object later in my photos that I didn't see earlier."
06/11/2023 18:00,Ryton on Dunsmore,He saw one ufo then 6 more much further away.
06/08/2023 16:10,Honley,Small objects flashing
05/31/2023 22:05,Kettering,"Orange object resembling a Chinese lantern hovers in the sky, disappears then reappears several finger measurements away."
05/31/2023 18:00,"Oakenshaw, Low Moor, Wibsey",At approx 1800hrs this evening myself and my partner witnessed a UFO going across the sky high above Oaken
05/25/2023 22:43,Taunton,"It was going too fast for a plane, not fast enough to be a shouting star, no flashing was like a solid white light"
05/22/2023 00:30,,"A light moving south across the sky, then it faded and was gone."
05/21/2023 01:15,Crossing the Irish sea from Belfast to Liverpool,"I looked out of window and saw a shooting star, but then about a minute later it came back from the same direction it went in"
05/15/2023 21:45,IVER HEATH,"The craft with 2 white bright lights one red flashing light over head looking towards me, after 30 seconds it flew off towards Northolt"
05/11/2023 20:26,Stoke,I witnessed two balls of light pass behind a building. 2 seconds later I look up and see them miles apart
05/07/2023 14:55,Sheffield,3 egg shaped craft shot between 2 cloud formations travelling very fast one after the other white in colour no vapour trail.
05/07/2023 00:00,"Bentley, Doncaster.",Seen from home back door in sky
05/02/2023 03:30,Edinburgh,No noise it was hovering over bus depot at least the size of 2 football pitches
04/24/2023 21:30,Londonn,I saw a matte black long flat pyramid that seemed to hover in the sky. I ducked under the window and when I looked up it moved away
04/23/2023 18:00,Exeter,Photo sunset . 2 images one with ufo one without
04/23/2023 03:08,Wigan,Looking through cctv footage
04/17/2023 20:20,Cambridge,Beam (ball shape) of light
04/17/2023 02:23,Ashford,Light Dots dancing in the sky
03/29/2023 22:32,,Very fast and changed direction nothing like any man made
03/19/2023 20:05,Manchester,Numerous round lights entering cigar shaped light thought it was first star but then objects flew into it and after a time it flew away
